;locality;stateProvince;occurrenceStatus;individualCount;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;elevation;eventDate;year;basisOfRecord;institutionCode;collectionCode;issue
6175;97 con 43;Valle del Cauca;PRESENT;1;3.372139;-76.51896;NA;NA;02/08/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6176;PArque de Calle 47 con Carrera 97;Valle del Cauca;PRESENT;1;3.371858;-76.5175;NA;NA;02/08/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6177;Zona baja del campamento, Rio Guatiquia, San Juanito,;Meta;PRESENT;2;4.470299;-73.66372;NA;NA;21/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6178;Tolima, CO (4.341, -75.542);Tolima;PRESENT;1;4.341357;-75.542435;NA;NA;15/07/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6179;RN Cañon del Río Claro;Antioquia;PRESENT;100;5.89226;-74.855286;NA;NA;12/07/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6180;RN Cañon del Río Claro;Antioquia;PRESENT;100;5.89226;-74.855286;NA;NA;12/07/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6181;RN Cañón del Río Claro - Vía Cueva de Guácharos;Antioquia;PRESENT;100;5.8875;-74.85541;NA;NA;05/05/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6182;La Cachiporra;Valle del Cauca;PRESENT;1;3.513614;-76.4745;NA;NA;01/01/2014;2014;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6183;RN Cañón del Río Claro - Vía Cueva de Guácharos;Antioquia;PRESENT;100;5.8875;-74.85541;NA;NA;05/05/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6184;132-131018 Avenida 19, Tolima, CO (4,456, -75,228);Tolima;PRESENT;1;4.456189;-75.22792;NA;NA;07/05/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6185;Cueva del Condor;Antioquia;PRESENT;10;5.928789;-74.83953;NA;NA;30/06/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6186;Cueva del Condor;Antioquia;PRESENT;4;5.928789;-74.83953;NA;NA;27/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6187;Zona baja del campamento, Rio Guatiquia, San Juanito,;Meta;PRESENT;2;4.470299;-73.66372;NA;NA;21/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6188;RN Cañón del Río Claro - Vía Cueva de Guácharos;Antioquia;PRESENT;100;5.8875;-74.85541;NA;NA;05/05/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6189;Carretera Pitalito-Mocoa--Km 51;Cauca;PRESENT;1;1.432751;-76.449455;NA;NA;05/05/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6190;RN Cañon del Río Claro;Antioquia;PRESENT;10;5.89226;-74.855286;NA;NA;05/05/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6191;PNN Cueva de los Guácharos;Huila;PRESENT;30;1.60986;-76.109055;NA;NA;29/12/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6192;PNN Cueva de los Guácharos;Huila;PRESENT;30;1.60986;-76.109055;NA;NA;29/12/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6193;RN Cañón del Río Claro - Vía Cueva de Guácharos;Antioquia;PRESENT;100;5.8875;-74.85541;NA;NA;05/05/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6194;Reserva del Indio Acostado;Meta;PRESENT;2;3.361346;-73.96159;NA;NA;16/04/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6195;Plaza principal Sopó.;Cundinamarca;PRESENT;1;4.908778;-73.94103;NA;NA;23/08/2008;2008;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6196;RN Río Nambí;Nariño;PRESENT;4;1.285998;-78.07438;NA;NA;17/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6197;RN Río Nambí;Nariño;PRESENT;6;1.285998;-78.07438;NA;NA;14/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6198;Finca Paraiso de Cocora;Tolima;PRESENT;3;4.388472;-75.321976;NA;NA;17/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6199;Cueva del Condor;Antioquia;PRESENT;1;5.928789;-74.83953;NA;NA;14/04/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6200;RN Cañon del Río Claro;Antioquia;PRESENT;1;5.89226;-74.855286;NA;NA;16/05/2013;2013;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6201;Carretera Pitalito-Mocoa--Km 51;Cauca;PRESENT;1;1.432751;-76.449455;NA;NA;05/05/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6202;RN Cañon del Río Claro;Antioquia;PRESENT;10;5.89226;-74.855286;NA;NA;05/05/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6203;Cueva de los Guacharos Sabana Larga;Casanare;PRESENT;200;4.866373;-72.99458;NA;NA;05/05/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6204;Zona baja del campamento, Rio Guatiquia, San Juanito,;Meta;PRESENT;2;4.470299;-73.66372;NA;NA;21/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6205;Parque del agua;Tolima;PRESENT;1;4.450549;-75.24859;NA;NA;05/04/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6206;Río Villalobos—Via a Descanse;Cauca;PRESENT;30;1.429264;-76.47161;NA;NA;16/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6207;34-83 Carrera 35, Pereira, Risaralda, CO (4.795, -75.712);Risaralda;PRESENT;2;4.794873;-75.7124;NA;NA;16/05/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6208;Parque Nacional Natural Cueva de los Guácharos;Cauca;PRESENT;300;1.364493;-76.22478;NA;NA;03/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6209;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;12/04/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6210;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;12/04/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6211;RN Cañón del Río Claro - Vía Cueva de Guácharos;Antioquia;PRESENT;100;5.8875;-74.85541;NA;NA;05/05/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6212;Río Villalobos—Via a Descanse;Cauca;PRESENT;40;1.429264;-76.47161;NA;NA;23/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6213;Río Villalobos—Via a Descanse;Cauca;PRESENT;40;1.429264;-76.47161;NA;NA;23/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6214;RN Cañon del Río Claro;Antioquia;PRESENT;3;5.89226;-74.855286;NA;NA;05/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6215;PNN Cueva de los Guácharos;Huila;PRESENT;NA;1.60986;-76.109055;NA;NA;10/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6216;Rio Claro;Antioquia;PRESENT;NA;5.903225;-74.85576;NA;NA;04/10/2007;2007;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6217;El hoyo de los pájaros;Santander;PRESENT;100;6.488543;-73.03907;NA;NA;14/02/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6218;Cueva del Condor;Antioquia;PRESENT;NA;5.928789;-74.83953;NA;NA;18/11/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6219;Cueva del Condor;Antioquia;PRESENT;4;5.928789;-74.83953;NA;NA;27/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6220;Cueva del Condor;Antioquia;PRESENT;4;5.928789;-74.83953;NA;NA;27/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6221;Puente de Icononzo;Tolima;PRESENT;1;4.186225;-74.500206;NA;NA;12/09/1976;1976;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6222;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;12/04/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6223;patiburri;Tolima;PRESENT;4;5.007755;-75.03381;NA;NA;16/07/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6224;Cueva del Condor;Antioquia;PRESENT;NA;5.928789;-74.83953;NA;NA;02/08/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6225;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;12/04/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6226;Cueva del Condor;Antioquia;PRESENT;10;5.928789;-74.83953;NA;NA;26/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6227;Cueva del Condor;Antioquia;PRESENT;10;5.928789;-74.83953;NA;NA;26/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6228;PNN Cueva de los Guácharos;Huila;PRESENT;NA;1.60986;-76.109055;NA;NA;10/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6229;Cueva del Condor;Antioquia;PRESENT;10;5.928789;-74.83953;NA;NA;26/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6230;Reserva Natural La Isla Escondida;Putumayo;PRESENT;1;0.654194;-77.07381;NA;NA;13/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6231;PNN Cueva de los Guácharos;Huila;PRESENT;40;1.60986;-76.109055;NA;NA;15/02/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6232;SFF Otún Quimbaya--Lodge;Risaralda;PRESENT;1;4.72852;-75.57794;NA;NA;13/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6233;Cueva del Condor;Antioquia;PRESENT;10;5.928789;-74.83953;NA;NA;26/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6234;SFF Otún Quimbaya--Lodge;Risaralda;PRESENT;1;4.72852;-75.57794;NA;NA;13/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6235;RN Cañon del Río Claro;Antioquia;PRESENT;50;5.89226;-74.855286;NA;NA;18/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6236;Río Villalobos—Via a Descanse;Cauca;PRESENT;30;1.429264;-76.47161;NA;NA;23/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6237;RN Cañon del Río Claro;Antioquia;PRESENT;9;5.89226;-74.855286;NA;NA;21/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6238;Unnamed Road, Antioquia, CO (5.915, -74.853);Antioquia;PRESENT;8;5.914574;-74.85252;NA;NA;04/02/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6239;RN Cañon del Río Claro;Antioquia;PRESENT;100;5.89226;-74.855286;NA;NA;11/02/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6240;RN Río Nambí;Nariño;PRESENT;6;1.285998;-78.07438;NA;NA;14/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6241;RN Cañon del Río Claro;Antioquia;PRESENT;100;5.89226;-74.855286;NA;NA;07/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6242;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;21/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6243;RN Cañon del Río Claro;Antioquia;PRESENT;252;5.89226;-74.855286;NA;NA;04/02/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6244;Cueva del Condor;Antioquia;PRESENT;40;5.928789;-74.83953;NA;NA;27/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6245;RN Cañon del Río Claro;Antioquia;PRESENT;65;5.89226;-74.855286;NA;NA;11/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6246;RN Cañon del Río Claro;Antioquia;PRESENT;80;5.89226;-74.855286;NA;NA;13/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6247;RN Cañon del Río Claro;Antioquia;PRESENT;1;5.89226;-74.855286;NA;NA;18/11/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6248;RN Cañon del Río Claro;Antioquia;PRESENT;65;5.89226;-74.855286;NA;NA;11/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6249;Río Villalobos—Via a Descanse;Cauca;PRESENT;30;1.429264;-76.47161;NA;NA;16/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6250;Cueva del Condor;Antioquia;PRESENT;10;5.928789;-74.83953;NA;NA;26/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6251;RN Cañon del Río Claro;Antioquia;PRESENT;65;5.89226;-74.855286;NA;NA;11/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6252;SFF Otún Quimbaya--Lodge;Risaralda;PRESENT;1;4.72852;-75.57794;NA;NA;13/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6253;RN Cañon del Río Claro;Antioquia;PRESENT;100;5.89226;-74.855286;NA;NA;18/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6254;Reserva Natural La Isla Escondida;Putumayo;PRESENT;1;0.654194;-77.07381;NA;NA;13/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6255;RN Cañon del Río Claro;Antioquia;PRESENT;100;5.89226;-74.855286;NA;NA;14/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6256;RN Cañon del Río Claro;Antioquia;PRESENT;250;5.89226;-74.855286;NA;NA;07/03/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6257;Finca Paraiso de Cocora;Tolima;PRESENT;5;4.388472;-75.321976;NA;NA;12/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6258;Rio Claro;Antioquia;PRESENT;NA;5.901181;-74.85696;NA;NA;17/01/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6259;Finca Paraiso de Cocora;Tolima;PRESENT;5;4.388472;-75.321976;NA;NA;12/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6260;RN Río Nambí;Nariño;PRESENT;4;1.285998;-78.07438;NA;NA;17/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6261;RN Cañon del Río Claro;Antioquia;PRESENT;1;5.89226;-74.855286;NA;NA;18/11/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6262;PNN Cueva de los Guácharos;Huila;PRESENT;1;1.60986;-76.109055;NA;NA;15/02/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6263;Reserva Rio Claro - Parqueadero;Antioquia;PRESENT;70;5.901181;-74.85696;NA;NA;21/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6264;Hotel Campestre Los Colores;Antioquia;PRESENT;2;5.933604;-74.81145;NA;NA;02/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6265;Cueva del Condor;Antioquia;PRESENT;20;5.928789;-74.83953;NA;NA;02/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6266;RN La Planada;Nariño;PRESENT;1;1.156726;-77.978134;NA;NA;14/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6267;RN La Planada;Nariño;PRESENT;2;1.156726;-77.978134;NA;NA;23/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6268;Cueva del Condor;Antioquia;PRESENT;8;5.928789;-74.83953;NA;NA;21/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6269;RN La Planada;Nariño;PRESENT;2;1.156726;-77.978134;NA;NA;23/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6270;RN Cañon del Río Claro;Antioquia;PRESENT;70;5.89226;-74.855286;NA;NA;21/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6271;Finca Paraiso de Cocora;Tolima;PRESENT;5;4.388472;-75.321976;NA;NA;12/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6272;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;01/11/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6273;Cueva del Condor;Antioquia;PRESENT;5;5.928789;-74.83953;NA;NA;13/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6274;Finca El Triunfo Villa María Reserva Natural;Tolima;PRESENT;8;4.202421;-74.55526;NA;NA;07/04/2012;2012;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6275;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;07/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6276;RN Cañon del Río Claro;Antioquia;PRESENT;7;5.89226;-74.855286;NA;NA;24/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6277;RN Cañon del Río Claro;Antioquia;PRESENT;50;5.89226;-74.855286;NA;NA;28/11/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6278;RN Río Nambí;Nariño;PRESENT;4;1.285998;-78.07438;NA;NA;17/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6279;La Planada, Ricaurte CO-Narino (1.1579,-77.9766);Nariño;PRESENT;1;1.157912;-77.97662;NA;NA;14/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6280;Cueva del Condor;Antioquia;PRESENT;NA;5.928789;-74.83953;NA;NA;15/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6281;Trail to Cueva del Condor;Antioquia;PRESENT;5;5.923472;-74.838875;NA;NA;02/08/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6282;Hotel Campestre Los Colores;Antioquia;PRESENT;3;5.933604;-74.81145;NA;NA;02/01/2018;2018;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6283;PNN Cueva de los Guácharos;Huila;PRESENT;91;1.60986;-76.109055;NA;NA;05/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6284;PNN Cueva de los Guácharos;Huila;PRESENT;91;1.60986;-76.109055;NA;NA;05/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6285;RN Río Nambí;Nariño;PRESENT;4;1.285998;-78.07438;NA;NA;17/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6286;PNN Cueva de los Guácharos;Huila;PRESENT;60;1.60986;-76.109055;NA;NA;15/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6287;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;02/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6288;La Planada, Nariño, Colombia;Nariño;PRESENT;2;1.12;-77.9;NA;NA;13/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6289;PNN Cueva de los Guácharos;Huila;PRESENT;200;1.60986;-76.109055;NA;NA;21/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6290;La Planada, Ricaurte CO-Narino (1.1579,-77.9766);Nariño;PRESENT;1;1.157912;-77.97662;NA;NA;14/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6291;RN Río Nambí;Nariño;PRESENT;6;1.285998;-78.07438;NA;NA;14/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6292;RN La Planada;Nariño;PRESENT;1;1.156726;-77.978134;NA;NA;14/11/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6293;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;29/07/2012;2012;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6294;Finca Paraiso de Cocora;Tolima;PRESENT;21;4.388472;-75.321976;NA;NA;07/09/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6295;PNN Cueva de los Guácharos;Huila;PRESENT;91;1.60986;-76.109055;NA;NA;05/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6296;RN Cañon del Río Claro;Antioquia;PRESENT;1;5.89226;-74.855286;NA;NA;18/11/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6297;RN Cañon del Río Claro;Antioquia;PRESENT;1;5.89226;-74.855286;NA;NA;18/11/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6298;RN Cañon del Río Claro;Antioquia;PRESENT;25;5.89226;-74.855286;NA;NA;02/12/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6299;Cueva del Condor;Antioquia;PRESENT;10;5.928789;-74.83953;NA;NA;24/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6300;Camino Montezuma--Los Cajones;Risaralda;PRESENT;1;5.247701;-76.10525;NA;NA;29/08/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6301;Camino Montezuma--Los Cajones;Risaralda;PRESENT;1;5.247701;-76.10525;NA;NA;29/08/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6302;RN Río Nambí;Nariño;PRESENT;4;1.285998;-78.07438;NA;NA;17/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6303;Cueva del Condor;Antioquia;PRESENT;100;5.928789;-74.83953;NA;NA;28/07/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6304;RN Río Nambí;Nariño;PRESENT;4;1.285998;-78.07438;NA;NA;17/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6305;PNN Cueva de los Guácharos;Huila;PRESENT;60;1.60986;-76.109055;NA;NA;15/10/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6306;Reserva Natural Comunitaria Cerro El Inglés;Valle del Cauca;PRESENT;1;4.741488;-76.296005;NA;NA;31/07/2017;2017;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
