"","...1","decimalLatitude","decimalLongitude","bio_01","bio_02","bio_04","bio_12","bio_15","bio_18"
"84",164,1.428966,-76.474785,21.8500003814697,7.69999980926514,72.0999984741211,4281,22.2000007629395,849.200012207031
"85",165,3.829627,-76.89197,25.1499996185303,4,29.6000003814697,6553.5,23.7000007629395,1516.30004882812
"86",166,6.272,-77.384,26.25,2.59999990463257,27.2000007629395,5392,33.0999984741211,761.700012207031
"87",168,4.477183,-75.21141,19.8500003814697,7.30000019073486,26.6000003814697,2217.60009765625,31.7000007629395,590.900024414062
"88",170,1.731345,-76.60716,16.1499996185303,7.40000009536743,61.2000007629395,1733.40002441406,19.7999992370605,502.899993896484
"89",172,4.606058,-74.07269,13.8500003814697,8.30000019073486,20,942.700012207031,35.2000007629395,255.5
"90",175,6.851101,-75.68298,13.9499998092651,8,23.6000003814697,4210.7001953125,40.9000015258789,1380.09997558594
"91",180,11.21101,-73.53407,26.9500007629395,3.90000009536743,60.5999984741211,2411.5,58,563.900024414062
"92",183,4.761416,-74.1027,14.4499998092651,8.60000038146973,18.5,992,37.5999984741211,287.600006103516
"93",186,4.806834,-75.68532,19.3500003814697,6.80000019073486,17.2999992370605,3307.30004882812,31.6000003814697,1025.40002441406
"94",192,6.476905,-72.97068,18.75,9.60000038146973,23.1000003814697,1784.19995117188,35.5999984741211,436.799987792969
"95",194,3.997961,-73.81412,22.25,7.80000019073486,46.2000007629395,5657.7001953125,42.0999984741211,1256.09997558594
"96",195,5.617275,-75.7824,13.1499996185303,8.39999961853027,20.5,3098.89990234375,27.7000007629395,706.400024414062
"97",197,1.497424,-76.39932,18.6499996185303,7.90000009536743,75.4000015258789,5421.2998046875,27,981.299987792969
"98",200,0.654194,-77.07381,22.25,6.80000019073486,58.2999992370605,3029.10009765625,22.3999996185303,675.799987792969
"99",203,5.667964,-75.7403,13.0500001907349,8.80000019073486,21.2999992370605,3353,29,547.299987792969
